sector,hora,timestamp,zona,tramo,consumo_base_m3,consumo_proyectado_m3,multiplicador_llm,confianza_llm,variacion_pct,alerta,p85_historico,p15_historico,factores_activos
1 CIUDAD JARDÍN,0,2026-04-06 00:00:00,ZONA_NORTE,noche,33.851,33.638,0.9937,0.85,-0.63,🟢 NORMAL,22.618,13.729,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,1,2026-04-06 01:00:00,ZONA_NORTE,noche,25.864,25.701,0.9937,0.85,-0.63,🟢 NORMAL,33.475,17.2,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,2,2026-04-06 02:00:00,ZONA_NORTE,noche,25.183,25.024,0.9937,0.85,-0.63,🟢 NORMAL,32.81,16.45,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,3,2026-04-06 03:00:00,ZONA_NORTE,noche,25.183,25.024,0.9937,0.85,-0.63,🟢 NORMAL,32.02,15.6,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,4,2026-04-06 04:00:00,ZONA_NORTE,noche,27.022,26.851,0.9937,0.85,-0.63,🟢 NORMAL,22.65,14.5,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,5,2026-04-06 05:00:00,ZONA_NORTE,noche,27.216,27.045,0.9937,0.85,-0.63,🟢 NORMAL,21.2,13.035,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,6,2026-04-06 06:00:00,ZONA_NORTE,manana,23.766,23.961,1.0082,0.85,0.82,🟢 NORMAL,20.81,13.398,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,7,2026-04-06 07:00:00,ZONA_NORTE,manana,18.781,18.934,1.0082,0.85,0.82,🟢 NORMAL,30.935,16.455,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,8,2026-04-06 08:00:00,ZONA_NORTE,manana,14.898,15.02,1.0082,0.85,0.82,🟢 NORMAL,34.52,17.36,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,9,2026-04-06 09:00:00,ZONA_NORTE,manana,89.573,90.307,1.0082,0.85,0.82,🟢 NORMAL,46.45,20.85,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,10,2026-04-06 10:00:00,ZONA_NORTE,manana,0.1,0.101,1.0082,0.85,0.82,🟢 NORMAL,46.11,23.0,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,11,2026-04-06 11:00:00,ZONA_NORTE,manana,10.991,11.081,1.0082,0.85,0.82,🟢 NORMAL,42.81,21.7,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,12,2026-04-06 12:00:00,ZONA_NORTE,manana,0.1,0.101,1.0082,0.85,0.82,🟢 NORMAL,38.515,19.02,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,13,2026-04-06 13:00:00,ZONA_NORTE,manana,0.1,0.101,1.0082,0.85,0.82,🟢 NORMAL,36.189,21.967,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,14,2026-04-06 14:00:00,ZONA_NORTE,tarde,38.884,38.707,0.9954,0.85,-0.46,🟢 NORMAL,45.236,27.459,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,15,2026-04-06 15:00:00,ZONA_NORTE,tarde,14.364,14.298,0.9954,0.85,-0.46,🟢 NORMAL,40.713,24.713,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,16,2026-04-06 16:00:00,ZONA_NORTE,tarde,11.002,10.952,0.9954,0.85,-0.46,🟢 NORMAL,31.665,19.221,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,17,2026-04-06 17:00:00,ZONA_NORTE,tarde,20.266,20.174,0.9954,0.85,-0.46,🟢 NORMAL,27.142,16.475,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,18,2026-04-06 18:00:00,ZONA_NORTE,tarde,11.002,10.952,0.9954,0.85,-0.46,🟢 NORMAL,31.665,19.221,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,19,2026-04-06 19:00:00,ZONA_NORTE,tarde,14.364,14.298,0.9954,0.85,-0.46,🟢 NORMAL,40.713,24.713,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,20,2026-04-06 20:00:00,ZONA_NORTE,tarde,45.195,44.989,0.9954,0.85,-0.46,🟢 NORMAL,49.76,30.205,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,21,2026-04-06 21:00:00,ZONA_NORTE,tarde,48.271,48.051,0.9954,0.85,-0.46,🟢 NORMAL,54.283,32.95,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,22,2026-04-06 22:00:00,ZONA_NORTE,noche,12.638,12.558,0.9937,0.85,-0.63,🟢 NORMAL,40.713,24.713,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
1 CIUDAD JARDÍN,23,2026-04-06 23:00:00,ZONA_NORTE,noche,10.495,10.429,0.9937,0.85,-0.63,🟢 NORMAL,31.665,19.221,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALIPARK DL,0,2026-04-06 00:00:00,ZONA_CENTRO,noche,6.935,6.735,0.9711,0.85,-2.89,🟢 NORMAL,1.408,1.141,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,1,2026-04-06 01:00:00,ZONA_CENTRO,noche,6.984,6.783,0.9711,0.85,-2.89,🟢 NORMAL,9.55,7.6,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,2,2026-04-06 02:00:00,ZONA_CENTRO,noche,6.39,6.206,0.9711,0.85,-2.89,🟢 NORMAL,9.122,7.4,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,3,2026-04-06 03:00:00,ZONA_CENTRO,noche,6.39,6.206,0.9711,0.85,-2.89,🟢 NORMAL,8.45,7.0,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,4,2026-04-06 04:00:00,ZONA_CENTRO,noche,5.963,5.791,0.9711,0.85,-2.89,🟢 NORMAL,8.1,6.55,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,5,2026-04-06 05:00:00,ZONA_CENTRO,noche,13.111,12.732,0.9711,0.85,-2.89,🟢 NORMAL,9.5,6.15,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,6,2026-04-06 06:00:00,ZONA_CENTRO,manana,9.234,9.074,0.9827,0.85,-1.73,🟢 NORMAL,8.9,5.8,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,7,2026-04-06 07:00:00,ZONA_CENTRO,manana,10.255,10.077,0.9827,0.85,-1.73,🟢 NORMAL,10.1,7.065,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,8,2026-04-06 08:00:00,ZONA_CENTRO,manana,12.576,12.359,0.9827,0.85,-1.73,🟢 NORMAL,11.925,7.9,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,9,2026-04-06 09:00:00,ZONA_CENTRO,manana,16.221,15.94,0.9827,0.85,-1.73,🟢 NORMAL,13.45,10.6,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,10,2026-04-06 10:00:00,ZONA_CENTRO,manana,0.1,0.098,0.9827,0.85,-1.73,🟢 NORMAL,13.0,11.15,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,11,2026-04-06 11:00:00,ZONA_CENTRO,manana,10.557,10.374,0.9827,0.85,-1.73,🟢 NORMAL,12.05,10.15,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,12,2026-04-06 12:00:00,ZONA_CENTRO,manana,9.686,9.518,0.9827,0.85,-1.73,🟢 NORMAL,10.8,8.75,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,13,2026-04-06 13:00:00,ZONA_CENTRO,manana,20.949,20.587,0.9827,0.85,-1.73,🟢 NORMAL,14.081,11.41,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,14,2026-04-06 14:00:00,ZONA_CENTRO,tarde,22.658,22.152,0.9777,0.85,-2.23,🟢 NORMAL,15.489,12.55,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,15,2026-04-06 15:00:00,ZONA_CENTRO,tarde,20.949,20.481,0.9777,0.85,-2.23,🟢 NORMAL,14.081,11.41,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,16,2026-04-06 16:00:00,ZONA_CENTRO,tarde,11.769,11.506,0.9777,0.85,-2.23,🟢 NORMAL,12.673,10.268,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,17,2026-04-06 17:00:00,ZONA_CENTRO,tarde,11.769,11.506,0.9777,0.85,-2.23,🟢 NORMAL,12.673,10.268,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,18,2026-04-06 18:00:00,ZONA_CENTRO,tarde,20.949,20.481,0.9777,0.85,-2.23,🟢 NORMAL,14.081,11.41,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,19,2026-04-06 19:00:00,ZONA_CENTRO,tarde,22.658,22.152,0.9777,0.85,-2.23,🟢 NORMAL,15.489,12.55,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,20,2026-04-06 20:00:00,ZONA_CENTRO,tarde,12.185,11.913,0.9777,0.85,-2.23,🟢 NORMAL,12.673,10.268,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,21,2026-04-06 21:00:00,ZONA_CENTRO,tarde,7.967,7.789,0.9777,0.85,-2.23,🟢 NORMAL,8.449,6.846,"{'factor_calor_acumulado': 1.0, 'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,22,2026-04-06 22:00:00,ZONA_CENTRO,noche,7.54,7.322,0.9711,0.85,-2.89,🟢 NORMAL,7.04,5.704,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALIPARK DL,23,2026-04-06 23:00:00,ZONA_CENTRO,noche,7.54,7.322,0.9711,0.85,-2.89,🟢 NORMAL,4.224,3.423,"{'factor_cruceros': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_ocupacion_hotelera': 0.8, 'factor_zona_centro': 1.0}"
ALTOZANO,0,2026-04-06 00:00:00,ZONA_NORTE,noche,37.554,37.318,0.9937,0.85,-0.63,🟢 NORMAL,37.267,34.54,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,1,2026-04-06 01:00:00,ZONA_NORTE,noche,55.917,55.565,0.9937,0.85,-0.63,🟢 NORMAL,55.895,42.755,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,2,2026-04-06 02:00:00,ZONA_NORTE,noche,50.058,49.743,0.9937,0.85,-0.63,🟢 NORMAL,47.755,38.407,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,3,2026-04-06 03:00:00,ZONA_NORTE,noche,48.212,47.909,0.9937,0.85,-0.63,🟢 NORMAL,43.044,37.844,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,4,2026-04-06 04:00:00,ZONA_NORTE,noche,43.331,43.058,0.9937,0.85,-0.63,🟢 NORMAL,41.338,36.698,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,5,2026-04-06 05:00:00,ZONA_NORTE,noche,28.123,27.946,0.9937,0.85,-0.63,🟢 NORMAL,38.215,32.517,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,6,2026-04-06 06:00:00,ZONA_NORTE,manana,41.789,42.131,1.0082,0.85,0.82,🟢 NORMAL,43.637,34.253,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,7,2026-04-06 07:00:00,ZONA_NORTE,manana,50.29,50.702,1.0082,0.85,0.82,🟢 NORMAL,49.416,37.538,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,8,2026-04-06 08:00:00,ZONA_NORTE,manana,58.722,59.203,1.0082,0.85,0.82,🟢 NORMAL,62.226,42.825,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,9,2026-04-06 09:00:00,ZONA_NORTE,manana,53.561,54.0,1.0082,0.85,0.82,🟢 NORMAL,68.795,55.373,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,10,2026-04-06 10:00:00,ZONA_NORTE,manana,10.044,10.126,1.0082,0.85,0.82,🟢 NORMAL,70.382,62.872,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,11,2026-04-06 11:00:00,ZONA_NORTE,manana,54.523,54.969,1.0082,0.85,0.82,🟢 NORMAL,67.23,57.659,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,12,2026-04-06 12:00:00,ZONA_NORTE,manana,57.211,57.679,1.0082,0.85,0.82,🟢 NORMAL,62.072,49.027,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,13,2026-04-06 13:00:00,ZONA_NORTE,manana,117.868,118.834,1.0082,0.85,0.82,🟢 NORMAL,59.627,55.264,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,14,2026-04-06 14:00:00,ZONA_NORTE,tarde,64.558,64.264,0.9954,0.85,-0.46,🟢 NORMAL,74.535,69.08,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
ALTOZANO,15,2026-04-06 15:00:00,ZONA_NORTE,tarde,58.562,58.295,0.9954,0.85,-0.46,🟢 NORMAL,67.081,62.172,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
