sector,hora,timestamp,zona,tramo,consumo_base_m3,consumo_proyectado_m3,multiplicador_llm,confianza_llm,variacion_pct,alerta,p85_historico,p15_historico,factores_activos
SANTO DOMINGO DL,10,2026-04-06 10:00:00,ZONA_NORTE,manana,56.907,57.373,1.0082,0.85,0.82,🟢 NORMAL,95.622,84.81,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,11,2026-04-06 11:00:00,ZONA_NORTE,manana,87.393,88.109,1.0082,0.85,0.82,🟢 NORMAL,89.33,76.442,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,12,2026-04-06 12:00:00,ZONA_NORTE,manana,80.014,80.67,1.0082,0.85,0.82,🟢 NORMAL,81.947,66.179,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,13,2026-04-06 13:00:00,ZONA_NORTE,manana,11.871,11.969,1.0082,0.85,0.82,🟢 NORMAL,10.215,4.534,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,14,2026-04-06 14:00:00,ZONA_NORTE,tarde,14.787,14.72,0.9954,0.85,-0.46,🟢 NORMAL,12.769,5.668,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,15,2026-04-06 15:00:00,ZONA_NORTE,tarde,14.168,14.103,0.9954,0.85,-0.46,🟢 NORMAL,11.492,5.1,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,16,2026-04-06 16:00:00,ZONA_NORTE,tarde,11.444,11.392,0.9954,0.85,-0.46,🟢 NORMAL,8.939,3.967,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,17,2026-04-06 17:00:00,ZONA_NORTE,tarde,11.444,11.392,0.9954,0.85,-0.46,🟢 NORMAL,7.661,3.4,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,18,2026-04-06 18:00:00,ZONA_NORTE,tarde,11.444,11.392,0.9954,0.85,-0.46,🟢 NORMAL,8.939,3.967,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,19,2026-04-06 19:00:00,ZONA_NORTE,tarde,14.168,14.103,0.9954,0.85,-0.46,🟢 NORMAL,11.492,5.1,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,20,2026-04-06 20:00:00,ZONA_NORTE,tarde,16.505,16.429,0.9954,0.85,-0.46,🟢 NORMAL,14.046,6.234,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,21,2026-04-06 21:00:00,ZONA_NORTE,tarde,17.927,17.845,0.9954,0.85,-0.46,🟢 NORMAL,15.322,6.801,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,22,2026-04-06 22:00:00,ZONA_NORTE,noche,14.583,14.491,0.9937,0.85,-0.63,🟢 NORMAL,11.492,5.1,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SANTO DOMINGO DL,23,2026-04-06 23:00:00,ZONA_NORTE,noche,11.86,11.785,0.9937,0.85,-0.63,🟢 NORMAL,8.939,3.967,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,0,2026-04-06 00:00:00,ZONA_NORTE,noche,50.204,49.888,0.9937,0.85,-0.63,🟢 NORMAL,49.092,30.382,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,1,2026-04-06 01:00:00,ZONA_NORTE,noche,0.1,0.099,0.9937,0.85,-0.63,🟢 NORMAL,34.582,25.831,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,2,2026-04-06 02:00:00,ZONA_NORTE,noche,0.1,0.099,0.9937,0.85,-0.63,🟢 NORMAL,30.579,24.899,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,3,2026-04-06 03:00:00,ZONA_NORTE,noche,0.1,0.099,0.9937,0.85,-0.63,🟢 NORMAL,29.099,24.491,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,4,2026-04-06 04:00:00,ZONA_NORTE,noche,16.773,16.668,0.9937,0.85,-0.63,🟢 NORMAL,26.757,22.41,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,5,2026-04-06 05:00:00,ZONA_NORTE,noche,50.222,49.906,0.9937,0.85,-0.63,🟢 NORMAL,23.414,19.772,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,6,2026-04-06 06:00:00,ZONA_NORTE,manana,17.322,17.464,1.0082,0.85,0.82,🟢 NORMAL,25.975,21.084,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,7,2026-04-06 07:00:00,ZONA_NORTE,manana,0.1,0.101,1.0082,0.85,0.82,🟢 NORMAL,29.614,23.369,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,8,2026-04-06 08:00:00,ZONA_NORTE,manana,27.298,27.521,1.0082,0.85,0.82,🟢 NORMAL,39.371,27.646,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,9,2026-04-06 09:00:00,ZONA_NORTE,manana,49.818,50.226,1.0082,0.85,0.82,🟢 NORMAL,43.644,35.563,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,10,2026-04-06 10:00:00,ZONA_NORTE,manana,15.184,15.309,1.0082,0.85,0.82,🟢 NORMAL,43.272,38.951,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,11,2026-04-06 11:00:00,ZONA_NORTE,manana,45.354,45.725,1.0082,0.85,0.82,🟢 NORMAL,42.601,35.034,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,12,2026-04-06 12:00:00,ZONA_NORTE,manana,28.196,28.427,1.0082,0.85,0.82,🟢 NORMAL,39.188,30.302,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,13,2026-04-06 13:00:00,ZONA_NORTE,manana,71.344,71.928,1.0082,0.85,0.82,🟢 NORMAL,78.547,48.611,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,14,2026-04-06 14:00:00,ZONA_NORTE,tarde,89.437,89.03,0.9954,0.85,-0.46,🟢 NORMAL,98.184,60.764,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,15,2026-04-06 15:00:00,ZONA_NORTE,tarde,82.496,82.121,0.9954,0.85,-0.46,🟢 NORMAL,88.366,54.687,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,16,2026-04-06 16:00:00,ZONA_NORTE,tarde,46.179,45.968,0.9954,0.85,-0.46,🟢 NORMAL,68.73,42.535,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,17,2026-04-06 17:00:00,ZONA_NORTE,tarde,59.85,59.578,0.9954,0.85,-0.46,🟢 NORMAL,58.911,36.458,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,18,2026-04-06 18:00:00,ZONA_NORTE,tarde,46.179,45.968,0.9954,0.85,-0.46,🟢 NORMAL,68.73,42.535,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,19,2026-04-06 19:00:00,ZONA_NORTE,tarde,82.496,82.121,0.9954,0.85,-0.46,🟢 NORMAL,88.366,54.687,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,20,2026-04-06 20:00:00,ZONA_NORTE,tarde,94.279,93.849,0.9954,0.85,-0.46,🟢 NORMAL,108.003,66.84,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,21,2026-04-06 21:00:00,ZONA_NORTE,tarde,105.24,104.761,0.9954,0.85,-0.46,🟢 NORMAL,117.822,72.916,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,22,2026-04-06 22:00:00,ZONA_NORTE,noche,80.77,80.262,0.9937,0.85,-0.63,🟢 NORMAL,88.366,54.687,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
SH_Demo,23,2026-04-06 23:00:00,ZONA_NORTE,noche,44.453,44.173,0.9937,0.85,-0.63,🟢 NORMAL,68.73,42.535,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,0,2026-04-06 00:00:00,ZONA_NORTE,noche,61.289,60.904,0.9937,0.85,-0.63,🟢 NORMAL,79.403,28.684,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,1,2026-04-06 01:00:00,ZONA_NORTE,noche,73.686,73.222,0.9937,0.85,-0.63,🟢 NORMAL,113.615,39.5,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,2,2026-04-06 02:00:00,ZONA_NORTE,noche,67.834,67.407,0.9937,0.85,-0.63,🟢 NORMAL,114.465,35.24,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,3,2026-04-06 03:00:00,ZONA_NORTE,noche,66.888,66.467,0.9937,0.85,-0.63,🟢 NORMAL,116.062,30.169,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,4,2026-04-06 04:00:00,ZONA_NORTE,noche,64.742,64.335,0.9937,0.85,-0.63,🟢 NORMAL,107.83,31.067,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,5,2026-04-06 05:00:00,ZONA_NORTE,noche,67.078,66.655,0.9937,0.85,-0.63,🟢 NORMAL,108.58,29.27,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,6,2026-04-06 06:00:00,ZONA_NORTE,manana,67.078,67.627,1.0082,0.85,0.82,🟢 NORMAL,106.695,30.697,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,7,2026-04-06 07:00:00,ZONA_NORTE,manana,67.078,67.627,1.0082,0.85,0.82,🟢 NORMAL,103.275,31.155,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,8,2026-04-06 08:00:00,ZONA_NORTE,manana,72.95,73.548,1.0082,0.85,0.82,🟢 NORMAL,107.81,40.213,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,9,2026-04-06 09:00:00,ZONA_NORTE,manana,81.083,81.748,1.0082,0.85,0.82,🟢 NORMAL,111.35,48.37,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,10,2026-04-06 10:00:00,ZONA_NORTE,manana,49.414,49.819,1.0082,0.85,0.82,🟢 NORMAL,113.135,51.3,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,11,2026-04-06 11:00:00,ZONA_NORTE,manana,82.917,83.596,1.0082,0.85,0.82,🟢 NORMAL,110.192,47.55,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,12,2026-04-06 12:00:00,ZONA_NORTE,manana,81.078,81.742,1.0082,0.85,0.82,🟢 NORMAL,110.955,44.253,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,13,2026-04-06 13:00:00,ZONA_NORTE,manana,90.647,91.39,1.0082,0.85,0.82,🟢 NORMAL,127.044,45.895,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,14,2026-04-06 14:00:00,ZONA_NORTE,tarde,112.565,112.052,0.9954,0.85,-0.46,🟢 NORMAL,158.806,57.369,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,15,2026-04-06 15:00:00,ZONA_NORTE,tarde,98.418,97.97,0.9954,0.85,-0.46,🟢 NORMAL,142.925,51.632,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,16,2026-04-06 16:00:00,ZONA_NORTE,tarde,77.855,77.5,0.9954,0.85,-0.46,🟢 NORMAL,111.164,40.159,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,17,2026-04-06 17:00:00,ZONA_NORTE,tarde,70.131,69.812,0.9954,0.85,-0.46,🟢 NORMAL,95.284,34.422,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,18,2026-04-06 18:00:00,ZONA_NORTE,tarde,77.855,77.5,0.9954,0.85,-0.46,🟢 NORMAL,111.164,40.159,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,19,2026-04-06 19:00:00,ZONA_NORTE,tarde,98.418,97.97,0.9954,0.85,-0.46,🟢 NORMAL,142.925,51.632,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,20,2026-04-06 20:00:00,ZONA_NORTE,tarde,122.166,121.61,0.9954,0.85,-0.46,🟢 NORMAL,174.687,63.106,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,21,2026-04-06 21:00:00,ZONA_NORTE,tarde,129.181,128.593,0.9954,0.85,-0.46,🟢 NORMAL,190.567,68.843,"{'factor_calor_acumulado': 1.0, 'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_tarde': 0.95, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,22,2026-04-06 22:00:00,ZONA_NORTE,noche,96.693,96.084,0.9937,0.85,-0.63,🟢 NORMAL,142.925,51.632,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
TOBO,23,2026-04-06 23:00:00,ZONA_NORTE,noche,76.129,75.65,0.9937,0.85,-0.63,🟢 NORMAL,111.164,40.159,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
VALLONGA GLOBAL,0,2026-04-06 00:00:00,ZONA_NORTE,noche,18.662,18.545,0.9937,0.85,-0.63,🟢 NORMAL,16.999,6.644,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
VALLONGA GLOBAL,1,2026-04-06 01:00:00,ZONA_NORTE,noche,19.129,19.009,0.9937,0.85,-0.63,🟢 NORMAL,24.35,9.35,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
VALLONGA GLOBAL,2,2026-04-06 02:00:00,ZONA_NORTE,noche,19.129,19.009,0.9937,0.85,-0.63,🟢 NORMAL,24.49,9.04,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
VALLONGA GLOBAL,3,2026-04-06 03:00:00,ZONA_NORTE,noche,19.12,19.0,0.9937,0.85,-0.63,🟢 NORMAL,28.634,8.728,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
VALLONGA GLOBAL,4,2026-04-06 04:00:00,ZONA_NORTE,noche,19.129,19.009,0.9937,0.85,-0.63,🟢 NORMAL,24.1,8.44,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
VALLONGA GLOBAL,5,2026-04-06 05:00:00,ZONA_NORTE,noche,24.0,23.849,0.9937,0.85,-0.63,🟢 NORMAL,24.015,9.005,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_noche': 0.9, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
VALLONGA GLOBAL,6,2026-04-06 06:00:00,ZONA_NORTE,manana,24.0,24.196,1.0082,0.85,0.82,🟢 NORMAL,23.45,8.159,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
VALLONGA GLOBAL,7,2026-04-06 07:00:00,ZONA_NORTE,manana,26.416,26.632,1.0082,0.85,0.82,🟢 NORMAL,20.35,8.385,"{'factor_eventos': 1.0, 'factor_fin_de_semana': 1.0, 'factor_franja_manana': 1.1, 'factor_global': 1.0, 'factor_movilidad_ciudad': 1.0, 'factor_obras_construccion': 1.0, 'factor_zona_norte': 1.0}"
